gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
GPT,-0.08893155002990495,9.642694923431888,-2.0308129320886303,0.044043913346140925,0.18302610302329214,-4.279930404038542
OTC,-0.08699356463516406,9.519371011231867,-2.0303588961721806,0.044090595952091256,0.18302610302329214,-4.261245703611544
FPR1,-0.08174597546129828,9.605239386219823,-2.030073816643848,0.044119928525429356,0.18302610302329214,-4.285813270483086
CD247,-0.08583562986143353,9.532789311022425,-2.0298403687818314,0.044143960971476846,0.18302610302329214,-4.26127486371643
ITGB1,0.10309094954391686,9.596545222852589,2.0280347126148985,0.04433022272926193,0.1833796912900676,-4.299862012215651
WRN,-0.08851863912389926,9.440563323753922,-2.024172532255979,0.04473087419790635,0.1846165171440862,-4.235632813743745
C1QA,-0.11267356557179438,9.580087048350817,-2.0220275551021567,0.044954717470808786,0.1851196528956661,-4.260159002048156
FCAR,-0.09754377836453562,9.475049937352663,-2.018964284051236,0.04527604484002943,0.18560720496236927,-4.2647854538464856
ALDOC,-0.08365206873746223,9.469121996848061,-2.018451808367297,0.045329992400784204,0.18560720496236927,-4.246043047304498
PRMT8,-0.09055133123061992,9.47003958316277,-2.0179797364192997,0.04537973513397134,0.18560720496236927,-4.2450614710182535
CD200,-0.13005412435815145,9.381059945335501,-2.0091818789504465,0.04631531214146316,0.18794190590520013,-4.243481354403183
LBP,-0.07563949208541174,9.499437944283383,-2.0088170785916457,0.046354457134248135,0.18794190590520013,-4.286585288036667
CACNB3,0.0855062277357171,9.499711741674867,2.0079585595816183,0.046446691754815,0.18794190590520013,-4.307051141843546
BLK,-0.0959390763499458,9.519460221247277,-2.0076331858078604,0.04648168889969475,0.18794190590520013,-4.293827598327712
PDK1,0.09603714798492588,9.482663391829169,2.006992277139972,0.04655069050034786,0.18794190590520013,-4.291778101678828
KRT17,0.17542368742101444,9.592165031639173,2.0067990806679865,0.0465715075205617,0.18794190590520013,-4.348321752955181
GNG4,-0.086027514583488,9.529780219512876,-2.0054047165727877,0.04672198577965491,0.18813110016818915,-4.2769345244798975
TCF7L1,0.08231922502100486,9.54972930298958,2.0022115368311835,0.04706814779721162,0.18910565575162896,-4.32932951056753
WNT3A,-0.08070606417063864,9.500089703062288,-2.000317646677709,0.047274485813501764,0.18951537800732715,-4.291139952247873
GSK3B,-0.0845633009742708,9.509816328475644,-1.996128559662533,0.0477336145809835,0.1905298842190832,-4.296009302660294
TNFRSF4,-0.08651405934514611,9.450990189175695,-1.9960129543585918,0.04774633854683884,0.1905298842190832,-4.271403663922667
SMC1B,-0.08430288562122003,9.487503272323591,-1.9945335909144826,0.04790941734584316,0.1905298842190832,-4.306962404358359
SPANXB1,0.1771198548759549,9.558726577344244,1.9941912481170714,0.04794722306614594,0.1905298842190832,-4.375032792744347
CXCR1,0.09304421741291351,9.549506310352552,1.9923796783917471,0.04814770074713671,0.19090878724192198,-4.351699519951317
TNFSF4,-0.08077898485827645,9.46727343319586,-1.990465542181343,0.0483603013807453,0.1913340028484389,-4.308804412693868
IL1R2,-0.09308700769643154,9.481376463648878,-1.986128223759374,0.04884499018619028,0.19234654249570798,-4.309724314304088
MMP11,-0.0848147155690505,9.434864954641483,-1.9858372041596268,0.048877658126751676,0.19234654249570798,-4.2880254461727505
PASD1,-0.07689257677576816,9.483746774429456,-1.9853358772538239,0.04893397722082438,0.19234654249570798,-4.319703384260807
PMAIP1,-0.10035030335568473,9.445970577242287,-1.9818566757194762,0.04932634870572371,0.1934700847723418,-4.303156467035612
POLE2,-0.08935336335900707,9.476429601063758,-1.977269236741883,0.04984777570435366,0.19509388077393588,-4.331159157186956
ENO1,-0.0984235526264895,9.499705183475209,-1.9762409377151313,0.04996529471199759,0.19513327999352179,-4.350146657989348
IL21R,-0.0884432835204863,9.626052316885518,-1.971913912577445,0.05046238216869704,0.19665168673466488,-4.387508329131187
TLK2,-0.09798725254979583,9.443606550753485,-1.966752064651325,0.05106084236201447,0.19855779385314407,-4.332895037040852
MASP2,0.08220640311027293,9.563179544808095,1.9643569966676437,0.05134055687219912,0.19921891299126837,-4.408794205923576
EGF,0.08668263932195608,9.484823399218662,1.9596014316507546,0.05189978965197584,0.19998593565658165,-4.393594164141696
IL1RAP,0.0834907753723888,9.496135670012928,1.9590162524034977,0.051968958411719716,0.19998593565658165,-4.399610300869705
EBI3,-0.1022998111517494,9.474298462986663,-1.9586917567063613,0.05200734767996877,0.19998593565658165,-4.3512256137382845
SERINC1,0.07761608688937657,9.44932472641444,1.9569281013751025,0.05221641508993442,0.19998593565658165,-4.380759860877993
FLT3LG,-0.10401105267772384,9.483603851461616,-1.9567420934434154,0.05223850618847011,0.19998593565658165,-4.358990196625405
CHEK2,-0.08835556749443836,9.446828071256814,-1.956371391872449,0.05228255583862417,0.19998593565658165,-4.359967796464576
COL27A1,0.0796361435473568,9.513880652322177,1.9561481643315017,0.05230909660620941,0.19998593565658165,-4.396449068889187
RELN,-0.09113562351401212,9.500369000543039,-1.9530828221107732,0.052674704730340645,0.20096063821491306,-4.3836954518364095
HAMP,-0.08412332040280994,9.567582753258876,-1.9454142209817022,0.053598810807817913,0.20405752710062333,-4.4066388676846335
HOXA11,-0.07863060997844794,9.559979732627955,-1.9443838552102255,0.0537240110894319,0.20410628480838564,-4.428558356955566
ZBTB20,-0.09829383191382152,9.38549406088736,-1.9409921318104013,0.054137884522472694,0.2052492657469946,-4.369849114401405
TWIST1,-0.06444560426152797,9.565392402115766,-1.9381603011966169,0.05448549287752053,0.20613678138661934,-4.450671782006767
ACVR1C,-0.08912573212495171,9.501369717251125,-1.9371384155244025,0.054611390643204895,0.2061835455469025,-4.433600285511272
CACNA1H,-0.08295670643109931,9.497868196779466,-1.9355803500248414,0.05480381816910027,0.20648077550847738,-4.413852453183341
IL4,-0.08888769310878675,9.5071975803928,-1.933529819167718,0.05505793729742322,0.2070087249112227,-4.428791493734828
MAGEA3/A6,-0.09851030111477681,9.439128066798371,-1.9271668171199137,0.05585281896255555,0.20956346949586957,-4.401221445844866
CD96,-0.0998242268784826,9.515154971566014,-1.9250781390658318,0.05611583746089296,0.21011620789480745,-4.434430563639104
CKLF,0.0848297258382019,9.493146874545369,1.9215702548959208,0.05655991442778202,0.21134321934331718,-4.4702305613438575
PTEN,-0.08016238004241932,9.511372995613844,-1.9144359100666144,0.05747219753687194,0.21410425507927916,-4.472746649262167
CFB,-0.09127441015058389,9.451475137157612,-1.9139512045010523,0.05753462361161246,0.21410425507927916,-4.439690481061327
CCR2,0.10103405831496054,9.467125105852235,1.9114895194319697,0.05785254794775612,0.21484709012909023,-4.473663032374586
ITCH,-0.08578555344707497,9.446198793243326,-1.9083512407167804,0.05825999103661988,0.21525400699111,-4.453269676972423
IFITM1,-0.09852079238470036,9.525119605268705,-1.9082632415902059,0.05827145059178427,0.21525400699111,-4.461818512013529
SPO11,0.076516331915222,9.48921735404083,1.907908115708802,0.05831771555045492,0.21525400699111,-4.493439528418364
MLLT3,0.1025038280652504,9.46277412958524,1.90422196442464,0.058799761472984234,0.2165930361763476,-4.483576599637714
RBL2,-0.08811451011757108,9.366276249857771,-1.90170552552331,0.05913075728622629,0.2169844137518654,-4.440212974538636
COL3A1,0.10252914460018218,9.572711887738862,1.9015976556744554,0.05914498062069018,0.2169844137518654,-4.530440774339214
KYAT1,-0.08979379048637048,9.435250437680406,-1.899392657036466,0.05943635301603838,0.21761374410710826,-4.450400809632451
CD33,-0.08815930410505879,9.504834039818244,-1.893199580221979,0.06026115791160466,0.22001702906903306,-4.487725678724594
IGF1R,-0.08573063241963759,9.516749837945163,-1.8918514845939898,0.06044196421885247,0.22001702906903306,-4.503195179472909
RASAL1,-0.07678878554292562,9.529846645918749,-1.8917453287101254,0.06045622109330809,0.22001702906903306,-4.509733017515546
ITGB8,-0.07887476878100054,9.476971113915637,-1.8885186006035397,0.06089092009607623,0.22104650881236718,-4.498638391003477
RUNX1T1,0.08292373568522877,9.513752801439757,1.8878409422734526,0.06098254455671584,0.22104650881236718,-4.527009141104278
ZEB1,-0.08066443757428511,9.492649110457462,-1.8810903630361953,0.06190158710070337,0.2239308409858114,-4.5351657312964875
MKI67,0.08327083430379262,9.443411643671576,1.8797450109831277,0.06208612389203722,0.22415189063208665,-4.533392189015662
TSLP,-0.073709634115153,9.54118011263563,-1.8771596968253106,0.062442032270571914,0.2247182491773602,-4.548904903160758
SNAI1,-0.10403074306260252,9.535892093411574,-1.876808709182802,0.0624904822877571,0.2247182491773602,-4.522015231120509
FZD4,-0.07809458442449646,9.475865567322126,-1.8749977249790513,0.0627409682226379,0.2251731191547637,-4.523802272593923
IRGM,-0.07552460706370728,9.449364907743348,-1.8683047512115376,0.06367399277678104,0.22807094848645834,-4.517232713250302
NAALAD2,-0.09774361248661008,9.446464878285262,-1.8650697175598432,0.06412910160296312,0.22924891439169492,-4.519283763463934
MAPK12,-0.07619486142699522,9.471160920127193,-1.863721845856303,0.0643195209589684,0.22947789795969864,-4.546260580548142
ENDOG,-0.17321440023078552,9.535245992191706,-1.8617395233456144,0.06460042811714047,0.22974509521206546,-4.572354092676305
TTK,-0.0868885402564987,9.38441085740741,-1.86140849789618,0.06464743593246997,0.22974509521206546,-4.511984954330265
TP53,0.08459960317694064,9.527758508020769,1.8601906054783086,0.06482063023357969,0.22991067285972797,-4.57435412051017
NOD1,0.0917664962572853,9.533355398385924,1.8567892908803854,0.06530637405595399,0.23083922534779405,-4.597713637122419
NAT1,0.07797520753658423,9.520440983812787,1.8565779679225192,0.06533665298940868,0.23083922534779405,-4.593764670412135
IL7R,-0.073454257534932,9.507832507819602,-1.8554130536351237,0.06550377506499327,0.23098030197675298,-4.569111928967014
FOXA1,0.07616437046080678,9.560204831536474,1.8528004773574585,0.06587987776702599,0.23142498715219795,-4.629791445458623
C8G,-0.08702080568724807,9.504873040495156,-1.8518425884272844,0.06601822368818946,0.23142498715219795,-4.559472860861154
FZD8,-0.07058335343880927,9.608475890206757,-1.8512681639417718,0.06610130255341917,0.23142498715219795,-4.603391519522958
MUC4,-0.07083907080638514,9.515109384700686,-1.8510033615974797,0.06613963013876142,0.23142498715219795,-4.574731625369024
KLRC1,-0.08084422076465723,9.564190692053192,-1.842311769795745,0.06740795710548003,0.23540932712221488,-4.6073223837554655
CAPN2,-0.09330425053624247,9.490551916450007,-1.8380127458994204,0.06804272929653007,0.2366842734995161,-4.592284545318705
ICAM3,-0.08146055835412284,9.514823866967225,-1.8373631333036657,0.06813907825814267,0.2366842734995161,-4.592194065594989
DKK2,-0.07316685428093365,9.517038527657409,-1.837195038568729,0.06816402810586285,0.2366842734995161,-4.5932923631943865
TNF,-0.10404499242825012,9.72330263551231,-1.835281241904079,0.06844862307259471,0.2372188921752519,-4.654714786381662
DKK1,-0.08471397543047353,9.469521153603488,-1.8339535991865314,0.06864663186178561,0.23745196849714795,-4.584518296358539
CHAD,0.08361179150056873,9.52850658052483,1.8304192442408425,0.06917607539575234,0.23882842760206513,-4.6450753119030885
HEY1,-0.08114205910541683,9.490237010517731,-1.8288859976386214,0.06940680582798245,0.23904399636847445,-4.6146958162649945
GNG12,-0.08037673151764166,9.464909695653875,-1.8282561134692776,0.06950177867982077,0.23904399636847445,-4.581152354805557
DNMT1,-0.09207578293243165,9.457095764203013,-1.8233966440914142,0.07023811009772991,0.24111986377594993,-4.595345086947233
ZIC2,0.06779773841670586,9.477915410338369,1.8170244209616466,0.07121344744387818,0.24372077480737428,-4.6422421840438925
CCR9,-0.09138661736611016,9.484680815972785,-1.8166950189102118,0.07126416928563642,0.24372077480737428,-4.6234288537635155
SAMSN1,-0.08846553786766646,9.419790415821511,-1.809769736767379,0.0723374777586239,0.24692642783770866,-4.617747363120328
HIF1A,-0.06065645513727749,9.511238321351314,-1.8022226073222332,0.07352235029710998,0.25050016536501263,-4.654263017925326
SPACA3,-0.08844266330031707,9.428523146310663,-1.8000477407628157,0.0738667571488566,0.25120230521034376,-4.625439427265043
CBLC,-0.07790086519054366,9.496024464463295,-1.798877523274721,0.07405262066483916,0.2513636619202764,-4.648482856062592
FOLH1,-0.07838782554016217,9.490014115345456,-1.7975172410607312,0.07426915690602855,0.2516283375771415,-4.665080466259529
RAC1,-0.08129123082917533,9.47508603372928,-1.7947768308283554,0.07470697564327418,0.2526403496614263,-4.640914106838586
PRKCG,-0.08252573227387502,9.458438006342032,-1.7934980971880325,0.07491199862919258,0.2528628057818099,-4.656830720040988
CHEK1,-0.08861373207951102,9.384339203683627,-1.7911200737968482,0.0752945079563636,0.2536824238381378,-4.632065530441837
ENTPD1,-0.08755255878025234,9.404309705009828,-1.7876053550006679,0.07586280476404704,0.2551238026879804,-4.641966239497377
XCR1,-0.07700587436989913,9.702673214642612,-1.7864015925755523,0.07605825258611482,0.2553082933389732,-4.7354620327257155
PTPN5,0.08826894411501743,9.510188540638358,1.7851519807840437,0.07626158340960196,0.25551851563069583,-4.695111748257823
ETS1,-0.07181318171862303,9.504817432871207,-1.7830214413862266,0.07660928700427723,0.25621080147286823,-4.692975740259727
PUM1,-0.07893207296452201,9.468181802228326,-1.7815063308353662,0.07685734621478305,0.25656790574640814,-4.689205077459985
MARCO,-0.08468604464688824,9.438429451913061,-1.7799041028985427,0.07712038762423341,0.2568431466500939,-4.662931082425525
GADL1,0.07631242252867679,9.550069227063087,1.7792823344635107,0.07722266413598637,0.2568431466500939,-4.725773707941478
COL4A3,-0.0673262482981552,9.47893517336527,-1.7761844559435465,0.07773390820891848,0.257963178982214,-4.686353789007496
TLR10,-0.08057292744199945,9.461894241311988,-1.7755224815213007,0.07784351436247426,0.257963178982214,-4.686877090047839
COL5A2,-0.08104486523201411,9.50261356144474,-1.773448583862616,0.07818772236235404,0.25863188307838786,-4.690529903494111
PPBP,-0.07885817961137898,9.461714050181863,-1.769973223071391,0.0787673384834018,0.260075430337923,-4.694702797141356
IL2RG,-0.0859388585840878,9.478690982433159,-1.7681905543261323,0.07906601702398747,0.2605878165436683,-4.681600764071929
AXIN1,0.0712474173230544,9.533307290060273,1.7659639638854556,0.07944037893205812,0.26094557459007817,-4.749485034180217
MAGEA12,-0.10413006699211427,9.552337673540848,-1.7655977926187463,0.07950208332906417,0.26094557459007817,-4.717688259072028
SIGLEC1,-0.06358845901571032,9.556617572614753,-1.764983762486177,0.07960564334961635,0.26094557459007817,-4.735479675299739
MED12,-0.06867774083047931,9.511726411391049,-1.7595708380167772,0.08052336702932636,0.26310953062488784,-4.729066387005666
IL27,0.15975211581833082,9.5360866741956265,1.7590487026801218,0.08061234859683294,0.26310953062488784,-4.7837460651203605
LEFTY2,-0.06732925912615978,9.523283001836216,-1.7583613725016833,0.08072960539375607,0.26310953062488784,-4.743462694150965
GLS,-0.08368897218112961,9.400291164899722,-1.7576838298638928,0.08084532934399087,0.26310953062488784,-4.688645817131206
NKX2-1,-0.09090885516191181,9.512568254653367,-1.7563618565585395,0.08107151341550166,0.26337364644463507,-4.725120656967506
CLEC4E,-0.06963604974549024,9.52998590026004,-1.7550736558702729,0.08129241801981377,0.2636196984356818,-4.7439265028503
FANCG,-0.0656656556303773,9.513381536042067,-1.7515135301025286,0.08190548652531453,0.2648516455667199,-4.741965183297836
MECOM,-0.09683211338220674,9.526969094284832,-1.750535891449102,0.08207450131693327,0.2648516455667199,-4.753799960021428
PYCR3,-0.0764294176346081,9.517044872913436,-1.749718873490914,0.08221596694434886,0.2648516455667199,-4.73080855159524
NPM2,-0.06335748714636748,9.555471192173467,-1.7487377276939138,0.08238611494776742,0.2648516455667199,-4.759096435619381
TCR Negative,0.3452831307014236,9.899221396787379,1.7480740944064823,0.08250136407412725,0.2648516455667199,-4.893787579077511
ASPG,0.08553010609632113,9.51031159851554,1.7472042704859172,0.08265262093143734,0.2648516455667199,-4.764767634278243
SF3B1,0.07068855672535763,9.525353773131238,1.7469710358500081,0.08269321753101884,0.2648516455667199,-4.771214088878002
HSPB1,0.09259714022874589,9.57401368564448,1.7458127542587298,0.08289506882094232,0.2650307129909001,-4.78229378258162
SMARCB1,-0.0757125942491093,9.565442551621183,-1.7432618066463499,0.08334103933738486,0.26598827317520374,-4.790891590778599
SMO,-0.08481782960931629,9.511904188678264,-1.7415342997307548,0.0836441648008981,0.2664873741726859,-4.752414676470406
CCL18,-0.16026749332779977,9.647289096899083,-1.7375926222892402,0.08433918734259155,0.2682205052798084,-4.8003794434739735
HLA-DQA2,-0.07542340147202013,9.476996709825999,-1.736777224867614,0.08448355122249471,0.2682205052798084,-4.755169363605309
BLM,-0.08446970278161485,9.51076965804486,-1.7351122074289693,0.08477896521951747,0.26865385996622737,-4.763603493262068
PBK,0.08204379232303821,9.46283881665337,1.7343418931527543,0.08491592269857627,0.26865385996622737,-4.772724390178196
CD69,-0.07207218329937724,9.45955231932026,-1.7297899859925405,0.08572891965269641,0.2707542923292116,-4.768319348549355
SPIB,-0.08101926267408269,9.612083051267458,-1.722596567111169,0.08702665033934595,0.27410793744003376,-4.822339651026427
LRP2,-0.07550478594513525,9.468796532658068,-1.7222329862877606,0.08709266514476843,0.27410793744003376,-4.782439002239121
POU2AF1,-0.08829224631705014,9.58729349494092,-1.718700709072772,0.08773614233592257,0.2756554229793,-4.8236986146806
GLUD1,-0.07554854632455885,9.454546462500312,-1.7174459003039793,0.08796566196193789,0.27589920919322836,-4.771867410195538
BATF,-0.08536181019194045,9.484950302207627,-1.7164943836419824,0.08814003165627524,0.2759694784272342,-4.774755831639489
CXCL8,-0.08134871535780781,9.456018768053255,-1.7108178309723663,0.08918614259550398,0.278186155735254,-4.783782648509631
PECAM1,-0.08941274097902778,9.522672433869129,-1.7106673715553358,0.08921400704023234,0.278186155735254,-4.809847613512821
RAD51,0.07528185421002613,9.470672328763241,1.7101624943894105,0.08930755990839928,0.278186155735254,-4.801385493272808
DUSP10,-0.08815646980723091,9.438651261480095,-1.7077282322143952,0.08975974510117007,0.2785574312069813,-4.773158647437425
ULBP2,-0.20560507977336795,9.766063485206034,-1.706345800645459,0.09001737144160625,0.2785574312069813,-4.926424005026822
CLCF1,-0.05723122525537694,9.55842659216373,-1.7059805215643564,0.09008554420817477,0.2785574312069813,-4.849166972435984
PSMB2,-0.06786053545514514,9.46354424621921,-1.7051418104405478,0.09024223336515265,0.2785574312069813,-4.814198890268421
CCL27,-0.10327534787554012,9.464693168854437,-1.7039678723886456,0.09046192201076915,0.2785574312069813,-4.7928766789946815
CD14,-0.09219893178717697,9.568354995919332,-1.7038690975822508,0.09048042635450634,0.2785574312069813,-4.820975076538441
BST2,-0.08242477135573319,9.516187005977988,-1.7037620338362989,0.09050048701107873,0.2785574312069813,-4.811881385028297
BDNF,-0.07554572283550813,9.540379406505238,-1.7023029364435174,0.09077424018064108,0.2789272760880613,-4.8330136338584015
SMAP1,0.07798621624944299,9.496818695163942,1.699504566280267,0.09130114738508274,0.28007243860018627,-4.837964729944144
CD9,0.08072750201901077,9.53425219671648,1.6986279695879423,0.09146671232043681,0.280107166229196,-4.867678952417181
MRC1,-0.08116035584436829,9.510305762112758,-1.6966845826075914,0.09183463374374894,0.28056610552529887,-4.80967564694136
IL11RA,0.08253998309844587,9.70933638898371,1.696205231796843,0.0919255687156128,0.28056610552529887,-4.9403871268238415
EFNA5,-0.07408853978994887,9.498876296187321,-1.6930098926294905,0.09253360722539355,0.2819480381230112,-4.8369827136015875
C4B,-0.07716166625369658,9.597387879179971,-1.6917045965866775,0.09278292752365218,0.2821733250176449,-4.874244355502974
CCND1,0.0670003046424367,9.52225541323991,1.6909970112609518,0.09291830856858571,0.2821733250176449,-4.858521532864339
FOXP3,-0.0659340208840344,9.53863864056951,-1.6899928253189926,0.09311071255469336,0.28228556594210874,-4.8563825575109565
ERCC6,-0.07734834010647287,9.490099037269635,-1.6875358154016262,0.0935828424175196,0.2828027521525178,-4.851166292442986
FGF20,-0.0750386277526515,9.442033947350149,-1.68748430576682,0.09359276103725947,0.2828027521525178,-4.827834394222371
PTGER4,-0.07521005157723216,9.471389510891685,-1.6855223914810764,0.09397117885418929,0.2834745196000129,-4.825723762869528
ATF3,0.07474693536989922,9.549733419563232,1.6840336905654343,0.09425914851671155,0.2838716645213071,-4.895069904272344
CXXC4,-0.08808810929529301,9.491914235398998,-1.6826150699620221,0.09453422655016222,0.2842287341309513,-4.861548895687577
PDPN,-0.08675313129697745,9.41193150347809,-1.680973517659894,0.09485334289371428,0.2846059056078647,-4.815202031908811
NUMBL,-0.06588697168261502,9.592509530678736,-1.6803585512167565,0.09497311607839538,0.2846059056078647,-4.891269074002114
SGK2,-0.07055615528064468,9.463543044392889,-1.6781853406459752,0.09539735948915389,0.28528134564562635,-4.853464722790776
SIRPA,-0.07073504567565225,9.474895877704943,-1.6769659297316966,0.09563607741335041,0.28528134564562635,-4.846424466391099
PDGFD,0.08121793312527349,9.492622069190984,1.6765675076230901,0.09571417912245916,0.28528134564562635,-4.878272848133401
MAGEC1,-0.06976471937983479,9.530293214002151,-1.6759930280982493,0.09582688372457714,0.28528134564562635,-4.868673155452207
CAMK2B,-0.06576092545267975,9.45759478128263,-1.664960124058869,0.09801227302008429,0.29130980000732093,-4.854240214913036
HLA-DOB,-0.07521306909680885,9.447144515945425,-1.6611144064984324,0.09878341645489151,0.29228496910458296,-4.858878181513749
PRKDC,-0.07653124233850352,9.517835993930948,-1.66094984723592,0.0988165227246027,0.29228496910458296,-4.898177625438356
LAMA1,-0.07884195502387273,9.504040063444098,-1.6605211020797328,0.09890282031288074,0.29228496910458296,-4.87365256872309
FZD2,-0.07171503359560456,9.683021734468925,-1.6601172062922613,0.09898417180579214,0.29228496910458296,-4.951750385349843
JUP,-0.07035818234615275,9.553015680663247,-1.6592212229203227,0.09916483069538318,0.2923031409303404,-4.92725295342223
PTTG1,-0.07740059495146201,9.497094283141148,-1.6575744085713917,0.09949757422070736,0.2923031409303404,-4.888377615527695
CCR5,0.06398814459359382,9.497939647512608,1.6571467817497543,0.09958412441955987,0.2923031409303404,-4.92538897417538
BMP4,0.06690728444932854,9.523873807830757,1.6562362179687729,0.0997686215078249,0.2923031409303404,-4.933135217153806
TNR,0.06700997713208273,9.542700227680037,1.6554283968111303,0.09993253145771577,0.2923031409303404,-4.919145394012139
POU2F2,-0.06472340280633271,9.587023141118236,-1.655312401767799,0.09995608508686199,0.2923031409303404,-4.92146506003828
IFIT1,0.06914452046826301,9.465786007497377,1.6537788577202404,0.10026790278471705,0.2927435875515212,-4.907793334135879
DEFB1,-0.07931017513201284,9.511257165903437,-1.65255067867486,0.10051819462453171,0.29300327678675697,-4.903235036171424
BRD3,-0.07332660013308817,9.508593224062725,-1.6493500245811101,0.10117282294838419,0.29443885652927193,-4.906274112186912
FGF5,0.07534106357694284,9.501040494063755,1.6480058441069296,0.10144876836009312,0.294762576116203,-4.927075696008707
MLF1,0.06985598399756272,9.493055641523192,1.6472282046284212,0.1016086853792638,0.294762576116203,-4.915619604396955
PSMB10,0.07061109553283634,9.595618523988152,1.6444611450160747,0.10217935979930366,0.2951958808887656,-4.954141404463839
SH2D1A_CTL,0.3431274397674981,9.897091487653867,1.6443009331737686,0.10221248040550589,0.2951958808887656,-5.101794372858846
H3C8,0.13537686082504694,9.498671960702627,1.6441402368077178,0.10224570984528279,0.2951958808887656,-4.961680839727961
LILRB4,-0.10852451979420848,9.558401356452155,-1.641550128083323,0.10278250172126303,0.2962746398822439,-4.948567102135533
FUT4,-0.06605212329399718,9.477371999048266,-1.6389641981302634,0.10332068378398283,0.2971342331973153,-4.9161739178414
DTX4,-0.08128145844605492,9.480298788630027,-1.638545914181935,0.1034079489981846,0.2971342331973153,-4.910813270963541
EIF4EBP1,0.07308145593551087,9.517528119183684,1.631388290215325,0.10491041092683094,0.3009752073351106,-4.970576639923317
NFKBIA,-0.07388471714188728,9.541677463125724,-1.6255443218821142,0.10615005902600251,0.30405127317227215,-4.958356384055372
TLR9,-0.07283038580580899,9.5443918387256,-1.6236722693201933,0.10654963883797054,0.304297834019381,-4.973741966382968
TGFB3,-0.08848117125932033,9.532602417050871,-1.6235710966774237,0.10657126786141317,0.304297834019381,-4.948495803378426
IRF1,-0.07977732398573366,9.481660676983688,-1.6202479579149889,0.10728365543254888,0.3055535778377398,-4.9259273815840885
IL6ST,-0.06477300430554597,9.480641805593494,-1.6199506853191146,0.10734756754431606,0.3055535778377398,-4.954771322706376
CYP4A11/22,0.14014174318683337,9.510625303911308,1.6172617085211722,0.10792706889127252,0.30672231159084645,-4.937718221263722
TNFSF8,-0.06641823096036677,9.52175221385966,-1.6154767007191064,0.10831313540302262,0.3073385217060767,-4.969257820746296
C8B,-0.059713657515495885,9.538237655820257,-1.6138198348054615,0.10867247412727336,0.30787708738709585,-4.983295886696041
CXCL5,-0.0920961796123237,9.403375251530331,-1.6110876020043652,0.10926711690331908,0.3086901875652116,-4.924079339340265
PSMB9,0.07420089127851143,9.527047639463794,1.6107856917221515,0.10933298375026873,0.3086901875652116,-4.985609669126702
IFNA1,-0.11788317505632279,9.466552550495747,-1.6092964858579115,0.1096583433244095,0.3086901875652116,-4.979060349765805
CD36,-0.06319553084264223,9.463088768473446,-1.6083756865035443,0.10985990468704511,0.3086901875652116,-4.950357364511558
TLR2,-0.08646350537272429,9.483414564588529,-1.6077093358301286,0.1100059520342154,0.3086901875652116,-4.9548664684797075
TNFRSF12A,-0.08519305497765947,9.697830646159208,-1.6072622634296947,0.11010402591465976,0.3086901875652116,-5.043056264632401
P2RY13,-0.07485701929519632,9.50663834395459,-1.6070557047004053,0.1101493620827407,0.3086901875652116,-4.980050405681449
SIX1,-0.06128337325424156,9.550929153240887,-1.6056739504684168,0.11045301714497367,0.3090642205474148,-4.98898623758801
ROPN1,-0.07047913369953487,9.541774647015332,-1.603338305796008,0.11096781782900322,0.30977936341547274,-4.996619415534948
RPS6KA5,-0.0584919275034398,9.506802021341432,-1.6022105965351665,0.11121706081896958,0.30977936341547274,-4.9850099931178615
TRAF1,0.07040238243974639,9.464579138625565,1.6017507229055996,0.11131882876226243,0.30977936341547274,-4.988068564167879
OLR1,0.1281249633325803,9.46697255743239,1.6014251226940843,0.1113909274836474,0.30977936341547274,-4.992359902593839
BMI1,-0.11877355998640421,9.426744158559082,-1.595592766723188,0.11268872067336884,0.3129093528177948,-4.950986419378577
CST2,-0.1517641838798911,9.397368968092842,-1.5947020798616072,0.1128879682495107,0.31298404632230753,-4.946562265179953
TBL1XR1,-0.08057624604420523,9.411939827634273,-1.5938517750090664,0.11307844388400695,0.31303422880084847,-4.949624584589847
NCR1,-0.09133993679012457,9.379653100299995,-1.592780645932442,0.11331875001459786,0.31322199395206957,-4.949026745196354
PGM2,-0.06532973774494806,9.56606494208425,-1.5909080289490298,0.1137398447485725,0.3139081429535071,-5.024017247510751
CD3E,-0.08540609602077165,9.449822613569573,-1.5901229152846037,0.11391676288989552,0.3139193344583464,-4.960344252309975
TXN2,0.0677542480707576,9.655157374836545,1.589323088367493,0.1140972215038965,0.31394023371375157,-5.07745646481898
MAP3K5,0.06663269241418221,9.553389221029688,1.5867577295784963,0.11467755723503935,0.31505967312985095,-5.066724228249819
IRAK2,-0.07635110380885156,9.410325938841163,-1.585158978133353,0.1150404119118316,0.315502467079598,-4.9644985077307435
SH2D1B,-0.07089685246790853,9.454193422767045,-1.5842708213709145,0.11524238288767635,0.315502467079598,-4.991235386423668
CXCR5,-0.06049388414562962,9.550020032270712,-1.5831193323132364,0.11550465605273726,0.315502467079598,-5.010056992361664
PPP2R3A,-0.06431295947113132,9.504393978858648,-1.5819528635978135,0.11577082420826111,0.315502467079598,-5.010148627180609
RAC3,-0.08310962369267855,9.643210043973696,-1.581002596127349,0.11598801871121794,0.315502467079598,-5.055479894914459
CCL23,-0.0862220218071421,9.337039010980153,-1.5806835230802476,0.11606101900208027,0.315502467079598,-4.964128877871141
