Subtype,Case ID,gene,expression
UPS,RU-14-00052 A1,AAMP,71
UPS,RU-14-00052 A1,ABCB1,17
UPS,RU-14-00052 A1,ADAM11,13
UPS,RU-14-00052 A1,ADIPOQ,23
UPS,RU-14-00052 A1,ADORA2A,7
UPS,RU-14-00052 A1,ADORA2b,33
UPS,RU-14-00052 A1,AGGF1,44
UPS,RU-14-00052 A1,ALB,1
UPS,RU-14-00052 A1,AMICA1,100
UPS,RU-14-00052 A1,ANTXR1,300
UPS,RU-14-00052 A1,ANXA2,1442.0109999999986
UPS,RU-14-00052 A1,ANXA4,113
UPS,RU-14-00052 A1,AP1M2,4
UPS,RU-14-00052 A1,AP1S2,84
UPS,RU-14-00052 A1,AREG,23
UPS,RU-14-00052 A1,ARG1,14
UPS,RU-14-00052 A1,ARG2,9
UPS,RU-14-00052 A1,ASCL2,9
UPS,RU-14-00052 A1,ATP6V0D2,11
UPS,RU-14-00052 A1,ATP8B4,15
UPS,RU-14-00052 A1,AURKA,26
UPS,RU-14-00052 A1,AURKB,14
UPS,RU-14-00052 A1,AXIN2,9
UPS,RU-14-00052 A1,AXL,78
UPS,RU-14-00052 A1,B2M,4858.0539999999455
UPS,RU-14-00052 A1,B3GAT1,1
UPS,RU-14-00052 A1,BATF,5
UPS,RU-14-00052 A1,BCAM,29
UPS,RU-14-00052 A1,BCL11A,21
UPS,RU-14-00052 A1,BCL11B,13
UPS,RU-14-00052 A1,BCL2,42
UPS,RU-14-00052 A1,BCL6,63
UPS,RU-14-00052 A1,BIM,10
UPS,RU-14-00052 A1,BIRC5,14
UPS,RU-14-00052 A1,BLNK,21
UPS,RU-14-00052 A1,BNC1,19
UPS,RU-14-00052 A1,BNIP3L,206
UPS,RU-14-00052 A1,BRAF,31
UPS,RU-14-00052 A1,BRCA1,13
UPS,RU-14-00052 A1,BRCA2,7
UPS,RU-14-00052 A1,BST1,59
UPS,RU-14-00052 A1,BST2,73
UPS,RU-14-00052 A1,BTLA,15
UPS,RU-14-00052 A1,BTN1A1,7
UPS,RU-14-00052 A1,BTN2A1,17
UPS,RU-14-00052 A1,BTN2A2,13
UPS,RU-14-00052 A1,BTN3A1,29
UPS,RU-14-00052 A1,BTN3A2,51
UPS,RU-14-00052 A1,BTN3A3,56
UPS,RU-14-00052 A1,BTNL2,13
UPS,RU-14-00052 A1,BTNL8,9
UPS,RU-14-00052 A1,BTNL9,11
UPS,RU-14-00052 A1,BUB1,13
UPS,RU-14-00052 A1,C10orf54,11
UPS,RU-14-00052 A1,C1orf210,4
UPS,RU-14-00052 A1,C5AR2,29
UPS,RU-14-00052 A1,CADM1,90
UPS,RU-14-00052 A1,CALR,769.0230000000012
UPS,RU-14-00052 A1,CANX,315
UPS,RU-14-00052 A1,CASP3,51
UPS,RU-14-00052 A1,CASP8,69
UPS,RU-14-00052 A1,CCKBR,9
UPS,RU-14-00052 A1,CCL19,79
UPS,RU-14-00052 A1,CCL21,37
UPS,RU-14-00052 A1,CCL24,6
UPS,RU-14-00052 A1,CCL27,4
UPS,RU-14-00052 A1,CCL3,44
UPS,RU-14-00052 A1,CCL4,39
UPS,RU-14-00052 A1,CCL5,50
UPS,RU-14-00052 A1,CCL8,17
UPS,RU-14-00052 A1,CCNB1,9
UPS,RU-14-00052 A1,CCNB2,10
UPS,RU-14-00052 A1,CCR1,47
UPS,RU-14-00052 A1,CCR2,17
UPS,RU-14-00052 A1,CCR3,17
UPS,RU-14-00052 A1,CCR4,10
UPS,RU-14-00052 A1,CCR5,37
UPS,RU-14-00052 A1,CCR6,4
UPS,RU-14-00052 A1,CCR7,10
UPS,RU-14-00052 A1,CD101,7
UPS,RU-14-00052 A1,CD14,283.06900000000314
UPS,RU-14-00052 A1,CD151,33
UPS,RU-14-00052 A1,CD160,5
UPS,RU-14-00052 A1,CD163,533
UPS,RU-14-00052 A1,CD1D,6
UPS,RU-14-00052 A1,CD2,3
UPS,RU-14-00052 A1,CD200,47
UPS,RU-14-00052 A1,CD200R1,26
UPS,RU-14-00052 A1,CD207,9
UPS,RU-14-00052 A1,CD209,42
UPS,RU-14-00052 A1,CD22,54
UPS,RU-14-00052 A1,CD226,4
UPS,RU-14-00052 A1,CD24,33
UPS,RU-14-00052 A1,CD244,4
UPS,RU-14-00052 A1,CD247,23
UPS,RU-14-00052 A1,CD27,17
UPS,RU-14-00052 A1,CD274,26
UPS,RU-14-00052 A1,CD276,320
UPS,RU-14-00052 A1,CD28,21
UPS,RU-14-00052 A1,CD300A,13
UPS,RU-14-00052 A1,CD300E,6
UPS,RU-14-00052 A1,CD300LB,7
UPS,RU-14-00052 A1,CD300LF,19
UPS,RU-14-00052 A1,CD33,13
UPS,RU-14-00052 A1,CD37,47
UPS,RU-14-00052 A1,CD38,9
UPS,RU-14-00052 A1,CD3D,25
UPS,RU-14-00052 A1,CD3E,6
UPS,RU-14-00052 A1,CD3G,13
UPS,RU-14-00052 A1,CD4,115
UPS,RU-14-00052 A1,CD40,17
UPS,RU-14-00052 A1,CD40LG,13
UPS,RU-14-00052 A1,CD44,304.06400000000576
UPS,RU-14-00052 A1,CD46,131
UPS,RU-14-00052 A1,CD47,148
UPS,RU-14-00052 A1,CD48,59
UPS,RU-14-00052 A1,CD5,19
UPS,RU-14-00052 A1,CD52,62
UPS,RU-14-00052 A1,CD55,15
UPS,RU-14-00052 A1,CD59,665.0270000000019
UPS,RU-14-00052 A1,CD6,13
UPS,RU-14-00052 A1,CD68,197
UPS,RU-14-00052 A1,CD69,39
UPS,RU-14-00052 A1,CD7,4
UPS,RU-14-00052 A1,CD70,15
UPS,RU-14-00052 A1,CD72,5
UPS,RU-14-00052 A1,CD74,962.0539999999892
UPS,RU-14-00052 A1,CD79A,13
UPS,RU-14-00052 A1,CD80,35
UPS,RU-14-00052 A1,CD81,740.0239999999976
UPS,RU-14-00052 A1,CD82,39
UPS,RU-14-00052 A1,CD84,59
UPS,RU-14-00052 A1,CD86,42
UPS,RU-14-00052 A1,CD8B,11
UPS,RU-14-00052 A1,CD8a,37
UPS,RU-14-00052 A1,CD9,270
UPS,RU-14-00052 A1,CD96,6
UPS,RU-14-00052 A1,CD97,80
UPS,RU-14-00052 A1,CDC42SE1,194
UPS,RU-14-00052 A1,CDCA2,21
UPS,RU-14-00052 A1,CDCA3,10
UPS,RU-14-00052 A1,CDH1,9
UPS,RU-14-00052 A1,CDH11,486.03899999999703
UPS,RU-14-00052 A1,CDH17,5
UPS,RU-14-00052 A1,CDH2,9
UPS,RU-14-00052 A1,CDH3,9
UPS,RU-14-00052 A1,CDH5,13
UPS,RU-14-00052 A1,CDKN1A,203
UPS,RU-14-00052 A1,CDKN2A,4
UPS,RU-14-00052 A1,CDKN2C,10
UPS,RU-14-00052 A1,CDO1,23
UPS,RU-14-00052 A1,CEACAM1,3
UPS,RU-14-00052 A1,CENPA,11
UPS,RU-14-00052 A1,CHGA,1
UPS,RU-14-00052 A1,CHI3L1,335
UPS,RU-14-00052 A1,CHI3L2,7
UPS,RU-14-00052 A1,CIITA,65
UPS,RU-14-00052 A1,CLCA1,13
UPS,RU-14-00052 A1,CLCA2,10
UPS,RU-14-00052 A1,CLDN4,5
UPS,RU-14-00052 A1,CLDN7,7
UPS,RU-14-00052 A1,CLEC10A,21
UPS,RU-14-00052 A1,CLEC12A,2
UPS,RU-14-00052 A1,CLEC1B,7
UPS,RU-14-00052 A1,CLEC2D,10
UPS,RU-14-00052 A1,CLEC3B,14
UPS,RU-14-00052 A1,CLEC4A,23
UPS,RU-14-00052 A1,CLEC4D,19
UPS,RU-14-00052 A1,CLEC4E,15
UPS,RU-14-00052 A1,CLEC5A,13
UPS,RU-14-00052 A1,CLEC6A,10
UPS,RU-14-00052 A1,CLEC7A,39
UPS,RU-14-00052 A1,CLEC9A,1
UPS,RU-14-00052 A1,CLIP3,115
UPS,RU-14-00052 A1,CMKLR1,180
UPS,RU-14-00052 A1,CNKSR2,6
UPS,RU-14-00052 A1,CNR2,4
UPS,RU-14-00052 A1,CPD,100
UPS,RU-14-00052 A1,CRLF2,2
UPS,RU-14-00052 A1,CRTAM,11
UPS,RU-14-00052 A1,CSF1,63
UPS,RU-14-00052 A1,CSF1R,39
UPS,RU-14-00052 A1,CSF2RB,84
UPS,RU-14-00052 A1,CSF3,1
UPS,RU-14-00052 A1,CSPG4,103
UPS,RU-14-00052 A1,CST6,13
UPS,RU-14-00052 A1,CST7,19
UPS,RU-14-00052 A1,CSTB,623
UPS,RU-14-00052 A1,CTAG1B,9
UPS,RU-14-00052 A1,CTLA4,25
UPS,RU-14-00052 A1,CTNNB1,236
UPS,RU-14-00052 A1,CTSB,3662.2040000000416
UPS,RU-14-00052 A1,CTSG,19
UPS,RU-14-00052 A1,CTSL2,11
UPS,RU-14-00052 A1,CTSS,1059.047999999988
UPS,RU-14-00052 A1,CTSZ,2485.0180000000037
UPS,RU-14-00052 A1,CX3CL1,7
UPS,RU-14-00052 A1,CX3CR1,31
UPS,RU-14-00052 A1,CXCL1,19
UPS,RU-14-00052 A1,CXCL10,19
UPS,RU-14-00052 A1,CXCL11,13
UPS,RU-14-00052 A1,CXCL13,17
UPS,RU-14-00052 A1,CXCL14,425
UPS,RU-14-00052 A1,CXCL2,63
UPS,RU-14-00052 A1,CXCL3,21
UPS,RU-14-00052 A1,CXCL9,37
UPS,RU-14-00052 A1,CXCR2,19
UPS,RU-14-00052 A1,CXCR3,6
UPS,RU-14-00052 A1,CXCR6,9
UPS,RU-14-00052 A1,CXCR7,106
UPS,RU-14-00052 A1,DAB1,25
UPS,RU-14-00052 A1,DAPK1,35
UPS,RU-14-00052 A1,DAZAP1,82
UPS,RU-14-00052 A1,DCHS1,181
UPS,RU-14-00052 A1,DCK,82
UPS,RU-14-00052 A1,DCT,2
UPS,RU-14-00052 A1,DDR1,17
UPS,RU-14-00052 A1,DEF6,29
UPS,RU-14-00052 A1,DEFB1,1
UPS,RU-14-00052 A1,DEFB4A,9
UPS,RU-14-00052 A1,DGKZ,37
UPS,RU-14-00052 A1,DIRAS3,68
UPS,RU-14-00052 A1,DOCK5,31
UPS,RU-14-00052 A1,DPP4,120
UPS,RU-14-00052 A1,DSC1,7
UPS,RU-14-00052 A1,DSC2,31
UPS,RU-14-00052 A1,DSG2,21
UPS,RU-14-00052 A1,DSG3,7
UPS,RU-14-00052 A1,DST,130
UPS,RU-14-00052 A1,DUSP1,523
UPS,RU-14-00052 A1,DUSP6,132
UPS,RU-14-00052 A1,EBAG9,9
UPS,RU-14-00052 A1,EBI3,3
UPS,RU-14-00052 A1,ECSCR,34
UPS,RU-14-00052 A1,EFEMP1,444
UPS,RU-14-00052 A1,EGF,7
UPS,RU-14-00052 A1,EGFR,169
UPS,RU-14-00052 A1,EGR2,55
UPS,RU-14-00052 A1,ELAV1,96
UPS,RU-14-00052 A1,ELF3,4
UPS,RU-14-00052 A1,EMILIN2,116
UPS,RU-14-00052 A1,EMR2,23
UPS,RU-14-00052 A1,ENAH,35
UPS,RU-14-00052 A1,ENTPD1,55
UPS,RU-14-00052 A1,EOMES,3
UPS,RU-14-00052 A1,EPCAM,7
UPS,RU-14-00052 A1,EPSTI1,51
UPS,RU-14-00052 A1,ERAP1,52
UPS,RU-14-00052 A1,ERBB2,47
UPS,RU-14-00052 A1,ESR1,26
UPS,RU-14-00052 A1,EZR,102
UPS,RU-14-00052 A1,FAM83B,7
UPS,RU-14-00052 A1,FAP,204
UPS,RU-14-00052 A1,FAS,81
UPS,RU-14-00052 A1,FASLG,21
UPS,RU-14-00052 A1,FCER1A,9
UPS,RU-14-00052 A1,FCGR2A,242
UPS,RU-14-00052 A1,FCGR2B,90
UPS,RU-14-00052 A1,FCGR3A,93
UPS,RU-14-00052 A1,FCN1,100
UPS,RU-14-00052 A1,FCRL1,19
UPS,RU-14-00052 A1,FCRL3,4
UPS,RU-14-00052 A1,FCRL4,14
UPS,RU-14-00052 A1,FCRL5,15
UPS,RU-14-00052 A1,FCRL6,11
UPS,RU-14-00052 A1,FGF1,15
UPS,RU-14-00052 A1,FLT1,50
UPS,RU-14-00052 A1,FN1,2170.020999999994
UPS,RU-14-00052 A1,FOLR1,5
UPS,RU-14-00052 A1,FOLR2,216
UPS,RU-14-00052 A1,FOLR3,11
UPS,RU-14-00052 A1,FOLR4,1
UPS,RU-14-00052 A1,FOSL1,21
UPS,RU-14-00052 A1,FOXP3,4
UPS,RU-14-00052 A1,GAS6,476
UPS,RU-14-00052 A1,GATA3,6
UPS,RU-14-00052 A1,GBAS,140
UPS,RU-14-00052 A1,GBP1,84
UPS,RU-14-00052 A1,GCH1,17
UPS,RU-14-00052 A1,GDF10,2
UPS,RU-14-00052 A1,GFI1,5
UPS,RU-14-00052 A1,GJB5,3
UPS,RU-14-00052 A1,GJB6,5
UPS,RU-14-00052 A1,GNAI2,919
UPS,RU-14-00052 A1,GNLY,19
UPS,RU-14-00052 A1,GOLT1A,4
UPS,RU-14-00052 A1,GPA33,17
UPS,RU-14-00052 A1,GPLD1,6
UPS,RU-14-00052 A1,GPR141,6
UPS,RU-14-00052 A1,GPR18,2
UPS,RU-14-00052 A1,GPR3,7
UPS,RU-14-00052 A1,GPR97,9
UPS,RU-14-00052 A1,GRAP2,23
UPS,RU-14-00052 A1,GRB7,2
UPS,RU-14-00052 A1,GSTM3,11
UPS,RU-14-00052 A1,GZMA,56
UPS,RU-14-00052 A1,GZMB,21
UPS,RU-14-00052 A1,GZMK,35
UPS,RU-14-00052 A1,HAVCR1,1
UPS,RU-14-00052 A1,HAVCR2,73
UPS,RU-14-00052 A1,HCLS1,84
UPS,RU-14-00052 A1,HCRTR1,2
UPS,RU-14-00052 A1,HCRTR2,19
UPS,RU-14-00052 A1,HCST,94
UPS,RU-14-00052 A1,HES4,14
UPS,RU-14-00052 A1,HGFAC,2
UPS,RU-14-00052 A1,HHLA2,10
UPS,RU-14-00052 A1,HIF1A,435
UPS,RU-14-00052 A1,HLA-A,465
UPS,RU-14-00052 A1,HLA-B,592
UPS,RU-14-00052 A1,HLA-C,263
UPS,RU-14-00052 A1,HLA-DPB1,287
UPS,RU-14-00052 A1,HLA-DQA1,391
UPS,RU-14-00052 A1,HLA-DRA,1341.024000000005
UPS,RU-14-00052 A1,HLA-DRB1,214
UPS,RU-14-00052 A1,HLA-E,642
UPS,RU-14-00052 A1,HLA-F,47
UPS,RU-14-00052 A1,HLA-G,33
UPS,RU-14-00052 A1,HMCN2,19
UPS,RU-14-00052 A1,HMGA1,5
UPS,RU-14-00052 A1,HMGB1,111
UPS,RU-14-00052 A1,HNF1B,11
UPS,RU-14-00052 A1,HNRNPL,248
UPS,RU-14-00052 A1,HOPX,39
UPS,RU-14-00052 A1,HSD3B7,31
UPS,RU-14-00052 A1,ICA1,6
UPS,RU-14-00052 A1,ICAM1,135
UPS,RU-14-00052 A1,ICAM5,5
UPS,RU-14-00052 A1,ICOS,4
UPS,RU-14-00052 A1,ICOSLG,44
UPS,RU-14-00052 A1,ID2,39
UPS,RU-14-00052 A1,IDO1,13
UPS,RU-14-00052 A1,IFI16,212
UPS,RU-14-00052 A1,IFIH1,26
UPS,RU-14-00052 A1,IFITM1,190
UPS,RU-14-00052 A1,IFNG,15
UPS,RU-14-00052 A1,IFNGR2,65
UPS,RU-14-00052 A1,IGF1,266
UPS,RU-14-00052 A1,IGJ,372
UPS,RU-14-00052 A1,IGSF6,89
UPS,RU-14-00052 A1,IKZF2,25
UPS,RU-14-00052 A1,IKZF3,37
UPS,RU-14-00052 A1,IL-32,36965
UPS,RU-14-00052 A1,IL10,4
UPS,RU-14-00052 A1,IL10RA,128
UPS,RU-14-00052 A1,IL10RB,65
UPS,RU-14-00052 A1,IL13,9
UPS,RU-14-00052 A1,IL18,28
UPS,RU-14-00052 A1,IL18R1,33
UPS,RU-14-00052 A1,IL2,14
UPS,RU-14-00052 A1,IL21,13
UPS,RU-14-00052 A1,IL22,15
UPS,RU-14-00052 A1,IL23R,6
UPS,RU-14-00052 A1,IL27,4
UPS,RU-14-00052 A1,IL27RA,23
UPS,RU-14-00052 A1,IL2RA,52
UPS,RU-14-00052 A1,IL2RB,48
UPS,RU-14-00052 A1,IL2RG,23
UPS,RU-14-00052 A1,IL4,4
UPS,RU-14-00052 A1,IL6,29
UPS,RU-14-00052 A1,IL7,14
UPS,RU-14-00052 A1,IL7R,31
UPS,RU-14-00052 A1,ILDR1,3
UPS,RU-14-00052 A1,ILDR2,3
UPS,RU-14-00052 A1,ING1,23
UPS,RU-14-00052 A1,ING2,17
UPS,RU-14-00052 A1,INSR,59
UPS,RU-14-00052 A1,IQGAP3,5
UPS,RU-14-00052 A1,IRF1,26
UPS,RU-14-00052 A1,IRF2,52
UPS,RU-14-00052 A1,IRF3,19
UPS,RU-14-00052 A1,IRF4,19
UPS,RU-14-00052 A1,IRF5,39
UPS,RU-14-00052 A1,IRF6,7
UPS,RU-14-00052 A1,IRF7,28
UPS,RU-14-00052 A1,IRF8,42
UPS,RU-14-00052 A1,ITGA1,73
UPS,RU-14-00052 A1,ITGA2,7
UPS,RU-14-00052 A1,ITGA3,69
UPS,RU-14-00052 A1,ITGAE,23
UPS,RU-14-00052 A1,ITGAL,21
UPS,RU-14-00052 A1,ITGAM,67
UPS,RU-14-00052 A1,ITGAV,224
UPS,RU-14-00052 A1,ITGAX,145
UPS,RU-14-00052 A1,ITK,23
UPS,RU-14-00052 A1,ITM2A,84
UPS,RU-14-00052 A1,IgSF3,14
UPS,RU-14-00052 A1,IgSF8,42
UPS,RU-14-00052 A1,JAK3,5
UPS,RU-14-00052 A1,JAKMIP1,11
UPS,RU-14-00052 A1,JUP,55
UPS,RU-14-00052 A1,KIF2C,4
UPS,RU-14-00052 A1,KIR2DL1,59
UPS,RU-14-00052 A1,KIR2DL3,42
UPS,RU-14-00052 A1,KIR2DL4,2
UPS,RU-14-00052 A1,KLK11,2
UPS,RU-14-00052 A1,KLK5,25
UPS,RU-14-00052 A1,KLRB1,10
UPS,RU-14-00052 A1,KLRC1,19
UPS,RU-14-00052 A1,KLRC2,28
UPS,RU-14-00052 A1,KLRD1,2
UPS,RU-14-00052 A1,KLRF1,28
UPS,RU-14-00052 A1,KLRG1,15
UPS,RU-14-00052 A1,KLRG2,15
UPS,RU-14-00052 A1,KLRK1,56
UPS,RU-14-00052 A1,KRAS,65
UPS,RU-14-00052 A1,KRT13,13
UPS,RU-14-00052 A1,KRT17,7
UPS,RU-14-00052 A1,KRT5,7
UPS,RU-14-00052 A1,KRT6A,21
UPS,RU-14-00052 A1,KRT6B,6
UPS,RU-14-00052 A1,LAG3,10
UPS,RU-14-00052 A1,LAIR1,119
UPS,RU-14-00052 A1,LAMP1,346
UPS,RU-14-00052 A1,LAMP2,325.0599999999977
UPS,RU-14-00052 A1,LAT,25
UPS,RU-14-00052 A1,LAT2,44
UPS,RU-14-00052 A1,LAX1,9
UPS,RU-14-00052 A1,LCK,15
UPS,RU-14-00052 A1,LGALS1,1167.0280000000057
UPS,RU-14-00052 A1,LGALS2,4
UPS,RU-14-00052 A1,LGALS3,561.0329999999958
UPS,RU-14-00052 A1,LGALS3BP,185
UPS,RU-14-00052 A1,LGALS4,15
UPS,RU-14-00052 A1,LGALS7,3
UPS,RU-14-00052 A1,LGALS9,163
UPS,RU-14-00052 A1,LIFR,28
UPS,RU-14-00052 A1,LILRA1,11
UPS,RU-14-00052 A1,LILRA2,23
UPS,RU-14-00052 A1,LILRA3,3
UPS,RU-14-00052 A1,LILRA4,17
UPS,RU-14-00052 A1,LILRA5,21
UPS,RU-14-00052 A1,LILRA6,29
UPS,RU-14-00052 A1,LILRB1,82
UPS,RU-14-00052 A1,LILRB2,55
UPS,RU-14-00052 A1,LILRB3,39
UPS,RU-14-00052 A1,LILRB4,118
UPS,RU-14-00052 A1,LILRB5,153
UPS,RU-14-00052 A1,LMO3,26
UPS,RU-14-00052 A1,LSR,23
UPS,RU-14-00052 A1,LST1,63
UPS,RU-14-00052 A1,LTA,13
UPS,RU-14-00052 A1,LTB,19
UPS,RU-14-00052 A1,LTBR,188
UPS,RU-14-00052 A1,LTK,3
UPS,RU-14-00052 A1,LY6E,56
UPS,RU-14-00052 A1,LY6G6C,7
UPS,RU-14-00052 A1,LY6G6D,17
UPS,RU-14-00052 A1,LY9,7
UPS,RU-14-00052 A1,LYPD3,4
UPS,RU-14-00052 A1,MAF,34
UPS,RU-14-00052 A1,MAFB,96
UPS,RU-14-00052 A1,MAGEA1,1
UPS,RU-14-00052 A1,MAP4K1,29
UPS,RU-14-00052 A1,MARCO,84
UPS,RU-14-00052 A1,MBL2,2
UPS,RU-14-00052 A1,MDM2,231
UPS,RU-14-00052 A1,MERTK,58
UPS,RU-14-00052 A1,MICA,59
UPS,RU-14-00052 A1,MICB,35
UPS,RU-14-00052 A1,MITF,25
UPS,RU-14-00052 A1,MKI67,17
UPS,RU-14-00052 A1,MLANA,7
UPS,RU-14-00052 A1,MLH1,59
UPS,RU-14-00052 A1,MLLT3,5
UPS,RU-14-00052 A1,MMP11,48
UPS,RU-14-00052 A1,MMP13,340
UPS,RU-14-00052 A1,MMP9,25
UPS,RU-14-00052 A1,MN1,21
UPS,RU-14-00052 A1,MON1B,54
UPS,RU-14-00052 A1,MRC1,78
UPS,RU-14-00052 A1,MS4A1,7
UPS,RU-14-00052 A1,MSH2,9
UPS,RU-14-00052 A1,MSH4,7
UPS,RU-14-00052 A1,MSLN,10
UPS,RU-14-00052 A1,MTA2,44
UPS,RU-14-00052 A1,MUC21,2
UPS,RU-14-00052 A1,MX1,96
UPS,RU-14-00052 A1,MYBL2,7
UPS,RU-14-00052 A1,MYC,65
UPS,RU-14-00052 A1,MYH4,5
UPS,RU-14-00052 A1,NAPSA,9
UPS,RU-14-00052 A1,NCAM1,17
UPS,RU-14-00052 A1,NCR1,11
UPS,RU-14-00052 A1,NCR2,4
UPS,RU-14-00052 A1,NCR3,6
UPS,RU-14-00052 A1,NCR3LG1,31
UPS,RU-14-00052 A1,NFATC1,28
UPS,RU-14-00052 A1,NFIL3,26
UPS,RU-14-00052 A1,NFKB1,19
UPS,RU-14-00052 A1,NKG7,37
UPS,RU-14-00052 A1,NKX2-1,6
UPS,RU-14-00052 A1,NLRP10,9
UPS,RU-14-00052 A1,NOD1,37
UPS,RU-14-00052 A1,NOS2,7
UPS,RU-14-00052 A1,NR4A2,14
UPS,RU-14-00052 A1,NT5E,69
UPS,RU-14-00052 A1,OAS2,33
UPS,RU-14-00052 A1,OR7C1,4
UPS,RU-14-00052 A1,OR8G1,54
UPS,RU-14-00052 A1,OSCAR,35
UPS,RU-14-00052 A1,OVOL2,3
UPS,RU-14-00052 A1,P2RY8,44
UPS,RU-14-00052 A1,PARK7,278
UPS,RU-14-00052 A1,PARP12,76
UPS,RU-14-00052 A1,PARP9,106
UPS,RU-14-00052 A1,PBK,4
UPS,RU-14-00052 A1,PBXIP,111
UPS,RU-14-00052 A1,PCSK1,37
UPS,RU-14-00052 A1,PCSK2,3
UPS,RU-14-00052 A1,PDCD1,4
UPS,RU-14-00052 A1,PDCD1LG2,19
UPS,RU-14-00052 A1,PDCD4,81
UPS,RU-14-00052 A1,PDGFRA,170
UPS,RU-14-00052 A1,PDIA3,26
UPS,RU-14-00052 A1,PDX1,15
UPS,RU-14-00052 A1,PECAM1,254
UPS,RU-14-00052 A1,PF4,3
UPS,RU-14-00052 A1,PGR,7
UPS,RU-14-00052 A1,PHACTR2,59
UPS,RU-14-00052 A1,PHLDA3,178
UPS,RU-14-00052 A1,PI3,7
UPS,RU-14-00052 A1,PIK3CA,42
UPS,RU-14-00052 A1,PIK3CB,15
UPS,RU-14-00052 A1,PIK3CD,51
UPS,RU-14-00052 A1,PIK3CG,42
UPS,RU-14-00052 A1,PIK3R1,135
UPS,RU-14-00052 A1,PILRA,96
UPS,RU-14-00052 A1,PILRB,170
UPS,RU-14-00052 A1,PLAT,48
UPS,RU-14-00052 A1,PLSCR1,76
UPS,RU-14-00052 A1,PLXNA4,10
UPS,RU-14-00052 A1,POSTN,575.0319999999992
UPS,RU-14-00052 A1,PPARG,21
UPS,RU-14-00052 A1,PPP1R2,39
UPS,RU-14-00052 A1,PPP1R9A,6
UPS,RU-14-00052 A1,PRC1,4
UPS,RU-14-00052 A1,PRDM1,68
UPS,RU-14-00052 A1,PRF1,33
UPS,RU-14-00052 A1,PRKCB,23
UPS,RU-14-00052 A1,PROM2,1
UPS,RU-14-00052 A1,PRR15L,14
UPS,RU-14-00052 A1,PRSS8,3
UPS,RU-14-00052 A1,PSMB10,44
UPS,RU-14-00052 A1,PSMB5,123
UPS,RU-14-00052 A1,PSMB6,174
UPS,RU-14-00052 A1,PSMB7,151
UPS,RU-14-00052 A1,PSMB8,156
UPS,RU-14-00052 A1,PSMB9,13
UPS,RU-14-00052 A1,PSMD10(Gankytin),37
UPS,RU-14-00052 A1,PSMD6,89
UPS,RU-14-00052 A1,PSME1,106
UPS,RU-14-00052 A1,PSME2,140
UPS,RU-14-00052 A1,PSTPIP1,4
UPS,RU-14-00052 A1,PSTPIP2,14
UPS,RU-14-00052 A1,PTEN,251.07700000000477
UPS,RU-14-00052 A1,PTGER2,39
UPS,RU-14-00052 A1,PTGER4,21
UPS,RU-14-00052 A1,PTGFRN,159
UPS,RU-14-00052 A1,PTHLH,10
UPS,RU-14-00052 A1,PTPN13,26
UPS,RU-14-00052 A1,PTPN22,29
UPS,RU-14-00052 A1,PTPN3,15
UPS,RU-14-00052 A1,PTPN6,71
UPS,RU-14-00052 A1,PTPN7,29
UPS,RU-14-00052 A1,PTPRC,33
UPS,RU-14-00052 A1,PTPRCAP,26
UPS,RU-14-00052 A1,PTPRF,25
UPS,RU-14-00052 A1,PVR,19
UPS,RU-14-00052 A1,PVRIG,23
UPS,RU-14-00052 A1,PVRL2,15
UPS,RU-14-00052 A1,PVRL3,29
UPS,RU-14-00052 A1,PYHIN1,31
UPS,RU-14-00052 A1,RAB25,6
UPS,RU-14-00052 A1,RAC2,34
UPS,RU-14-00052 A1,RACGAP1,44
UPS,RU-14-00052 A1,RALB,123
UPS,RU-14-00052 A1,RAP1GAP,10
UPS,RU-14-00052 A1,RARRES1,367
UPS,RU-14-00052 A1,RARRES2,872
UPS,RU-14-00052 A1,RASAL3,21
UPS,RU-14-00052 A1,RASSF8,50
UPS,RU-14-00052 A1,RECK,29
UPS,RU-14-00052 A1,REM2,17
UPS,RU-14-00052 A1,RETNLB,5
UPS,RU-14-00052 A1,RGN,29
UPS,RU-14-00052 A1,RGS16,14
UPS,RU-14-00052 A1,RORA,50
UPS,RU-14-00052 A1,RORC,6
UPS,RU-14-00052 A1,RRH,29
UPS,RU-14-00052 A1,RSAD2,4
UPS,RU-14-00052 A1,RUNX1,63
UPS,RU-14-00052 A1,RUNX3,23
UPS,RU-14-00052 A1,RXFP4,4
UPS,RU-14-00052 A1,S100A2,21
UPS,RU-14-00052 A1,S100A8,15
UPS,RU-14-00052 A1,S100A9,372
UPS,RU-14-00052 A1,SAMD3,3
UPS,RU-14-00052 A1,SAMHD1,222
UPS,RU-14-00052 A1,SART1,10
UPS,RU-14-00052 A1,SART3,71
UPS,RU-14-00052 A1,SASH3,44
UPS,RU-14-00052 A1,SCGB2A2,2
UPS,RU-14-00052 A1,SCUBE2,28
UPS,RU-14-00052 A1,SELL,33
UPS,RU-14-00052 A1,SELPLG,25
UPS,RU-14-00052 A1,SEMA4A,11
UPS,RU-14-00052 A1,SEMA4D,17
UPS,RU-14-00052 A1,SEMA6A,25
UPS,RU-14-00052 A1,SERPINA1,31
UPS,RU-14-00052 A1,SERPINB5,6
UPS,RU-14-00052 A1,SERPINF1,1545.0500000000102
UPS,RU-14-00052 A1,SERPING1,352
UPS,RU-14-00052 A1,SFN,19
