Subtype,Case ID,gene,expression
SS,RU-14-00137 H1,CDCA3,41
SS,RU-14-00137 H1,CDH1,6
SS,RU-14-00137 H1,CDH11,476
SS,RU-14-00137 H1,CDH17,11
SS,RU-14-00137 H1,CDH2,29
SS,RU-14-00137 H1,CDH3,9
SS,RU-14-00137 H1,CDH5,41
SS,RU-14-00137 H1,CDKN1A,239
SS,RU-14-00137 H1,CDKN2A,1
SS,RU-14-00137 H1,CDKN2C,47
SS,RU-14-00137 H1,CDO1,26
SS,RU-14-00137 H1,CEACAM1,4
SS,RU-14-00137 H1,CENPA,22
SS,RU-14-00137 H1,CHGA,1
SS,RU-14-00137 H1,CHI3L1,2170.020999999994
SS,RU-14-00137 H1,CHI3L2,32
SS,RU-14-00137 H1,CIITA,74
SS,RU-14-00137 H1,CLCA1,9
SS,RU-14-00137 H1,CLCA2,6
SS,RU-14-00137 H1,CLDN4,9
SS,RU-14-00137 H1,CLDN7,11
SS,RU-14-00137 H1,CLEC10A,14
SS,RU-14-00137 H1,CLEC12A,2
SS,RU-14-00137 H1,CLEC1B,17
SS,RU-14-00137 H1,CLEC2D,11
SS,RU-14-00137 H1,CLEC3B,29
SS,RU-14-00137 H1,CLEC4A,17
SS,RU-14-00137 H1,CLEC4D,22
SS,RU-14-00137 H1,CLEC4E,4
SS,RU-14-00137 H1,CLEC5A,14
SS,RU-14-00137 H1,CLEC6A,4
SS,RU-14-00137 H1,CLEC7A,47
SS,RU-14-00137 H1,CLEC9A,1
SS,RU-14-00137 H1,CLIP3,156
SS,RU-14-00137 H1,CMKLR1,94
SS,RU-14-00137 H1,CNKSR2,17
SS,RU-14-00137 H1,CNR2,14
SS,RU-14-00137 H1,CPD,94
SS,RU-14-00137 H1,CRLF2,2
SS,RU-14-00137 H1,CRTAM,17
SS,RU-14-00137 H1,CSF1,51
SS,RU-14-00137 H1,CSF1R,6
SS,RU-14-00137 H1,CSF2RB,94
SS,RU-14-00137 H1,CSF3,1
SS,RU-14-00137 H1,CSPG4,91
SS,RU-14-00137 H1,CST6,6
SS,RU-14-00137 H1,CST7,29
SS,RU-14-00137 H1,CSTB,270
SS,RU-14-00137 H1,CTAG1B,6
SS,RU-14-00137 H1,CTLA4,11
SS,RU-14-00137 H1,CTNNB1,435
SS,RU-14-00137 H1,CTSB,962.0539999999892
SS,RU-14-00137 H1,CTSG,4
SS,RU-14-00137 H1,CTSL2,2
SS,RU-14-00137 H1,CTSS,295
SS,RU-14-00137 H1,CTSZ,810
SS,RU-14-00137 H1,CX3CL1,17
SS,RU-14-00137 H1,CX3CR1,22
SS,RU-14-00137 H1,CXCL1,26
SS,RU-14-00137 H1,CXCL10,20
SS,RU-14-00137 H1,CXCL11,26
SS,RU-14-00137 H1,CXCL13,2
SS,RU-14-00137 H1,CXCL14,872
SS,RU-14-00137 H1,CXCL2,130
SS,RU-14-00137 H1,CXCL3,14
SS,RU-14-00137 H1,CXCL9,26
SS,RU-14-00137 H1,CXCR2,40
SS,RU-14-00137 H1,CXCR3,14
SS,RU-14-00137 H1,CXCR6,6
SS,RU-14-00137 H1,CXCR7,130
SS,RU-14-00137 H1,DAB1,26
SS,RU-14-00137 H1,DAPK1,54
SS,RU-14-00137 H1,DAZAP1,145
SS,RU-14-00137 H1,DCHS1,251.07700000000477
SS,RU-14-00137 H1,DCK,94
SS,RU-14-00137 H1,DCT,2
SS,RU-14-00137 H1,DDR1,9
SS,RU-14-00137 H1,DEF6,17
SS,RU-14-00137 H1,DEFB1,6
SS,RU-14-00137 H1,DEFB4A,14
SS,RU-14-00137 H1,DGKZ,47
SS,RU-14-00137 H1,DIRAS3,26
SS,RU-14-00137 H1,DOCK5,32
SS,RU-14-00137 H1,DPP4,1
SS,RU-14-00137 H1,DSC1,20
SS,RU-14-00137 H1,DSC2,40
SS,RU-14-00137 H1,DSG2,20
SS,RU-14-00137 H1,DSG3,6
SS,RU-14-00137 H1,DST,54
SS,RU-14-00137 H1,DUSP1,561.0329999999958
SS,RU-14-00137 H1,DUSP6,140
SS,RU-14-00137 H1,EBAG9,44
SS,RU-14-00137 H1,EBI3,9
SS,RU-14-00137 H1,ECSCR,51
SS,RU-14-00137 H1,EFEMP1,197
SS,RU-14-00137 H1,EGF,9
SS,RU-14-00137 H1,EGFR,300
SS,RU-14-00137 H1,EGR2,40
SS,RU-14-00137 H1,ELAV1,113
SS,RU-14-00137 H1,ELF3,4
SS,RU-14-00137 H1,EMILIN2,69
SS,RU-14-00137 H1,EMR2,2
SS,RU-14-00137 H1,ENAH,32
SS,RU-14-00137 H1,ENTPD1,40
SS,RU-14-00137 H1,EOMES,4
SS,RU-14-00137 H1,EPCAM,26
SS,RU-14-00137 H1,EPSTI1,41
SS,RU-14-00137 H1,ERAP1,62
SS,RU-14-00137 H1,ERBB2,106
SS,RU-14-00137 H1,ESR1,22
SS,RU-14-00137 H1,EZR,44
SS,RU-14-00137 H1,FAM83B,2
SS,RU-14-00137 H1,FAP,74
SS,RU-14-00137 H1,FAS,74
SS,RU-14-00137 H1,FASLG,22
SS,RU-14-00137 H1,FCER1A,26
SS,RU-14-00137 H1,FCGR2A,194
SS,RU-14-00137 H1,FCGR2B,14
SS,RU-14-00137 H1,FCGR3A,47
SS,RU-14-00137 H1,FCN1,185
SS,RU-14-00137 H1,FCRL1,11
SS,RU-14-00137 H1,FCRL3,4
SS,RU-14-00137 H1,FCRL4,6
SS,RU-14-00137 H1,FCRL5,9
SS,RU-14-00137 H1,FCRL6,9
SS,RU-14-00137 H1,FGF1,6
SS,RU-14-00137 H1,FLT1,65
SS,RU-14-00137 H1,FN1,3662.2040000000416
SS,RU-14-00137 H1,FOLR1,2
SS,RU-14-00137 H1,FOLR2,181
SS,RU-14-00137 H1,FOLR3,11
SS,RU-14-00137 H1,FOLR4,4
SS,RU-14-00137 H1,FOSL1,32
SS,RU-14-00137 H1,FOXP3,2
SS,RU-14-00137 H1,GAS6,919
SS,RU-14-00137 H1,GATA3,14
SS,RU-14-00137 H1,GBAS,214
SS,RU-14-00137 H1,GBP1,44
SS,RU-14-00137 H1,GCH1,20
SS,RU-14-00137 H1,GDF10,266
SS,RU-14-00137 H1,GFI1,11
SS,RU-14-00137 H1,GJB5,6
SS,RU-14-00137 H1,GJB6,4
SS,RU-14-00137 H1,GNAI2,1167.0280000000057
SS,RU-14-00137 H1,GNLY,9
SS,RU-14-00137 H1,GOLT1A,1
SS,RU-14-00137 H1,GPA33,9
SS,RU-14-00137 H1,GPLD1,22
SS,RU-14-00137 H1,GPR141,17
SS,RU-14-00137 H1,GPR18,6
SS,RU-14-00137 H1,GPR3,4
SS,RU-14-00137 H1,GPR97,32
SS,RU-14-00137 H1,GRAP2,4
SS,RU-14-00137 H1,GRB7,1
SS,RU-14-00137 H1,GSTM3,44
SS,RU-14-00137 H1,GZMA,47
SS,RU-14-00137 H1,GZMB,17
SS,RU-14-00137 H1,GZMK,22
SS,RU-14-00137 H1,HAVCR1,2
SS,RU-14-00137 H1,HAVCR2,9
SS,RU-14-00137 H1,HCLS1,29
SS,RU-14-00137 H1,HCRTR1,4
SS,RU-14-00137 H1,HCRTR2,32
SS,RU-14-00137 H1,HCST,65
SS,RU-14-00137 H1,HES4,60
SS,RU-14-00137 H1,HGFAC,4
SS,RU-14-00137 H1,HHLA2,6
SS,RU-14-00137 H1,HIF1A,399
SS,RU-14-00137 H1,HLA-A,340
SS,RU-14-00137 H1,HLA-B,444
SS,RU-14-00137 H1,HLA-C,222
SS,RU-14-00137 H1,HLA-DPB1,197
SS,RU-14-00137 H1,HLA-DQA1,228
SS,RU-14-00137 H1,HLA-DRA,561.0329999999958
SS,RU-14-00137 H1,HLA-DRB1,523
SS,RU-14-00137 H1,HLA-E,1545.0500000000102
SS,RU-14-00137 H1,HLA-F,54
SS,RU-14-00137 H1,HLA-G,51
SS,RU-14-00137 H1,HMCN2,85
SS,RU-14-00137 H1,HMGA1,6
SS,RU-14-00137 H1,HMGB1,106
SS,RU-14-00137 H1,HNF1B,1
SS,RU-14-00137 H1,HNRNPL,509
SS,RU-14-00137 H1,HOPX,54
SS,RU-14-00137 H1,HSD3B7,22
SS,RU-14-00137 H1,ICA1,11
SS,RU-14-00137 H1,ICAM1,352
SS,RU-14-00137 H1,ICAM5,29
SS,RU-14-00137 H1,ICOS,6
SS,RU-14-00137 H1,ICOSLG,32
SS,RU-14-00137 H1,ID2,170
SS,RU-14-00137 H1,IDO1,2
SS,RU-14-00137 H1,IFI16,146
SS,RU-14-00137 H1,IFIH1,22
SS,RU-14-00137 H1,IFITM1,123
SS,RU-14-00137 H1,IFNG,17
SS,RU-14-00137 H1,IFNGR2,76
SS,RU-14-00137 H1,IGF1,57
SS,RU-14-00137 H1,IGJ,106
SS,RU-14-00137 H1,IGSF6,20
SS,RU-14-00137 H1,IKZF2,17
SS,RU-14-00137 H1,IKZF3,22
SS,RU-14-00137 H1,IL-32,36965
SS,RU-14-00137 H1,IL10,1
SS,RU-14-00137 H1,IL10RA,57
SS,RU-14-00137 H1,IL10RB,76
SS,RU-14-00137 H1,IL13,14
SS,RU-14-00137 H1,IL18,17
SS,RU-14-00137 H1,IL18R1,41
SS,RU-14-00137 H1,IL2,11
SS,RU-14-00137 H1,IL21,14
SS,RU-14-00137 H1,IL22,9
SS,RU-14-00137 H1,IL23R,6
SS,RU-14-00137 H1,IL27,2
SS,RU-14-00137 H1,IL27RA,14
SS,RU-14-00137 H1,IL2RA,26
SS,RU-14-00137 H1,IL2RB,17
SS,RU-14-00137 H1,IL2RG,14
SS,RU-14-00137 H1,IL4,17
SS,RU-14-00137 H1,IL6,60
SS,RU-14-00137 H1,IL7,4
SS,RU-14-00137 H1,IL7R,14
SS,RU-14-00137 H1,ILDR1,11
SS,RU-14-00137 H1,ILDR2,1
SS,RU-14-00137 H1,ING1,54
SS,RU-14-00137 H1,ING2,26
SS,RU-14-00137 H1,INSR,94
SS,RU-14-00137 H1,IQGAP3,6
SS,RU-14-00137 H1,IRF1,65
SS,RU-14-00137 H1,IRF2,69
SS,RU-14-00137 H1,IRF3,51
SS,RU-14-00137 H1,IRF4,26
SS,RU-14-00137 H1,IRF5,22
SS,RU-14-00137 H1,IRF6,4
SS,RU-14-00137 H1,IRF7,32
SS,RU-14-00137 H1,IRF8,20
SS,RU-14-00137 H1,ITGA1,60
SS,RU-14-00137 H1,ITGA2,22
SS,RU-14-00137 H1,ITGA3,85
SS,RU-14-00137 H1,ITGAE,17
SS,RU-14-00137 H1,ITGAL,20
SS,RU-14-00137 H1,ITGAM,36
SS,RU-14-00137 H1,ITGAV,190
SS,RU-14-00137 H1,ITGAX,69
SS,RU-14-00137 H1,ITK,26
SS,RU-14-00137 H1,ITM2A,263
SS,RU-14-00137 H1,IgSF3,32
SS,RU-14-00137 H1,IgSF8,65
SS,RU-14-00137 H1,JAK3,11
SS,RU-14-00137 H1,JAKMIP1,22
SS,RU-14-00137 H1,JUP,47
SS,RU-14-00137 H1,KIF2C,4
SS,RU-14-00137 H1,KIR2DL1,47
SS,RU-14-00137 H1,KIR2DL3,22
SS,RU-14-00137 H1,KIR2DL4,4
SS,RU-14-00137 H1,KLK11,9
SS,RU-14-00137 H1,KLK5,9
SS,RU-14-00137 H1,KLRB1,9
SS,RU-14-00137 H1,KLRC1,4
SS,RU-14-00137 H1,KLRC2,20
SS,RU-14-00137 H1,KLRD1,4
SS,RU-14-00137 H1,KLRF1,11
SS,RU-14-00137 H1,KLRG1,11
SS,RU-14-00137 H1,KLRG2,11
SS,RU-14-00137 H1,KLRK1,26
SS,RU-14-00137 H1,KRAS,80
SS,RU-14-00137 H1,KRT13,36
SS,RU-14-00137 H1,KRT17,14
SS,RU-14-00137 H1,KRT5,9
SS,RU-14-00137 H1,KRT6A,20
SS,RU-14-00137 H1,KRT6B,4
SS,RU-14-00137 H1,LAG3,2
SS,RU-14-00137 H1,LAIR1,44
SS,RU-14-00137 H1,LAMP1,465
SS,RU-14-00137 H1,LAMP2,425
SS,RU-14-00137 H1,LAT,36
SS,RU-14-00137 H1,LAT2,14
SS,RU-14-00137 H1,LAX1,20
SS,RU-14-00137 H1,LCK,2
SS,RU-14-00137 H1,LGALS1,740.0239999999976
SS,RU-14-00137 H1,LGALS2,14
SS,RU-14-00137 H1,LGALS3,151
SS,RU-14-00137 H1,LGALS3BP,65
SS,RU-14-00137 H1,LGALS4,20
SS,RU-14-00137 H1,LGALS7,2
SS,RU-14-00137 H1,LGALS9,102
SS,RU-14-00137 H1,LIFR,47
SS,RU-14-00137 H1,LILRA1,6
SS,RU-14-00137 H1,LILRA2,2
SS,RU-14-00137 H1,LILRA3,6
SS,RU-14-00137 H1,LILRA4,29
SS,RU-14-00137 H1,LILRA5,11
SS,RU-14-00137 H1,LILRA6,9
SS,RU-14-00137 H1,LILRB1,60
SS,RU-14-00137 H1,LILRB2,26
SS,RU-14-00137 H1,LILRB3,51
SS,RU-14-00137 H1,LILRB4,22
SS,RU-14-00137 H1,LILRB5,102
SS,RU-14-00137 H1,LMO3,54
SS,RU-14-00137 H1,LSR,6
SS,RU-14-00137 H1,LST1,69
SS,RU-14-00137 H1,LTA,9
SS,RU-14-00137 H1,LTB,20
SS,RU-14-00137 H1,LTBR,287
SS,RU-14-00137 H1,LTK,9
SS,RU-14-00137 H1,LY6E,29
SS,RU-14-00137 H1,LY6G6C,2
SS,RU-14-00137 H1,LY6G6D,41
SS,RU-14-00137 H1,LY9,14
SS,RU-14-00137 H1,LYPD3,9
SS,RU-14-00137 H1,MAF,26
SS,RU-14-00137 H1,MAFB,40
SS,RU-14-00137 H1,MAGEA1,1
SS,RU-14-00137 H1,MAP4K1,29
SS,RU-14-00137 H1,MARCO,20
SS,RU-14-00137 H1,MBL2,4
SS,RU-14-00137 H1,MDM2,300
SS,RU-14-00137 H1,MERTK,83
SS,RU-14-00137 H1,MICA,69
SS,RU-14-00137 H1,MICB,14
SS,RU-14-00137 H1,MITF,17
SS,RU-14-00137 H1,MKI67,17
SS,RU-14-00137 H1,MLANA,14
SS,RU-14-00137 H1,MLH1,47
SS,RU-14-00137 H1,MLLT3,36
SS,RU-14-00137 H1,MMP11,9
SS,RU-14-00137 H1,MMP13,11
SS,RU-14-00137 H1,MMP9,22
SS,RU-14-00137 H1,MN1,32
SS,RU-14-00137 H1,MON1B,29
SS,RU-14-00137 H1,MRC1,32
SS,RU-14-00137 H1,MS4A1,9
SS,RU-14-00137 H1,MSH2,76
SS,RU-14-00137 H1,MSH4,20
SS,RU-14-00137 H1,MSLN,29
SS,RU-14-00137 H1,MTA2,74
SS,RU-14-00137 H1,MUC21,1
SS,RU-14-00137 H1,MX1,197
SS,RU-14-00137 H1,MYBL2,17
SS,RU-14-00137 H1,MYC,62
SS,RU-14-00137 H1,MYH4,6
SS,RU-14-00137 H1,NAPSA,4
SS,RU-14-00137 H1,NCAM1,224
SS,RU-14-00137 H1,NCR1,22
SS,RU-14-00137 H1,NCR2,1
SS,RU-14-00137 H1,NCR3,14
SS,RU-14-00137 H1,NCR3LG1,26
SS,RU-14-00137 H1,NFATC1,40
SS,RU-14-00137 H1,NFIL3,20
SS,RU-14-00137 H1,NFKB1,20
SS,RU-14-00137 H1,NKG7,51
SS,RU-14-00137 H1,NKX2-1,6
SS,RU-14-00137 H1,NLRP10,4
SS,RU-14-00137 H1,NOD1,22
SS,RU-14-00137 H1,NOS2,6
SS,RU-14-00137 H1,NR4A2,91
SS,RU-14-00137 H1,NT5E,65
SS,RU-14-00137 H1,OAS2,26
SS,RU-14-00137 H1,OR7C1,9
SS,RU-14-00137 H1,OR8G1,9
SS,RU-14-00137 H1,OSCAR,57
SS,RU-14-00137 H1,OVOL2,26
SS,RU-14-00137 H1,P2RY8,26
SS,RU-14-00137 H1,PARK7,367
SS,RU-14-00137 H1,PARP12,36
SS,RU-14-00137 H1,PARP9,102
SS,RU-14-00137 H1,PBK,9
SS,RU-14-00137 H1,PBXIP,115
SS,RU-14-00137 H1,PCSK1,14
SS,RU-14-00137 H1,PCSK2,4
SS,RU-14-00137 H1,PDCD1,1
SS,RU-14-00137 H1,PDCD1LG2,22
SS,RU-14-00137 H1,PDCD4,231
SS,RU-14-00137 H1,PDGFRA,406
SS,RU-14-00137 H1,PDIA3,26
SS,RU-14-00137 H1,PDX1,2
SS,RU-14-00137 H1,PECAM1,592
SS,RU-14-00137 H1,PF4,11
SS,RU-14-00137 H1,PGR,29
SS,RU-14-00137 H1,PHACTR2,62
SS,RU-14-00137 H1,PHLDA3,93
SS,RU-14-00137 H1,PI3,1
SS,RU-14-00137 H1,PIK3CA,62
SS,RU-14-00137 H1,PIK3CB,22
SS,RU-14-00137 H1,PIK3CD,36
SS,RU-14-00137 H1,PIK3CG,17
SS,RU-14-00137 H1,PIK3R1,140
SS,RU-14-00137 H1,PILRA,22
SS,RU-14-00137 H1,PILRB,300
SS,RU-14-00137 H1,PLAT,85
SS,RU-14-00137 H1,PLSCR1,123
SS,RU-14-00137 H1,PLXNA4,57
SS,RU-14-00137 H1,POSTN,178
SS,RU-14-00137 H1,PPARG,22
SS,RU-14-00137 H1,PPP1R2,20
SS,RU-14-00137 H1,PPP1R9A,4
SS,RU-14-00137 H1,PRC1,20
SS,RU-14-00137 H1,PRDM1,118
SS,RU-14-00137 H1,PRF1,20
SS,RU-14-00137 H1,PRKCB,11
SS,RU-14-00137 H1,PROM2,1
SS,RU-14-00137 H1,PRR15L,9
SS,RU-14-00137 H1,PRSS8,4
SS,RU-14-00137 H1,PSMB10,51
SS,RU-14-00137 H1,PSMB5,163
SS,RU-14-00137 H1,PSMB6,170
SS,RU-14-00137 H1,PSMB7,195
SS,RU-14-00137 H1,PSMB8,110
SS,RU-14-00137 H1,PSMB9,4
SS,RU-14-00137 H1,PSMD10(Gankytin),41
SS,RU-14-00137 H1,PSMD6,132
SS,RU-14-00137 H1,PSME1,76
SS,RU-14-00137 H1,PSME2,214
SS,RU-14-00137 H1,PSTPIP1,6
SS,RU-14-00137 H1,PSTPIP2,14
SS,RU-14-00137 H1,PTEN,335
SS,RU-14-00137 H1,PTGER2,148
SS,RU-14-00137 H1,PTGER4,14
SS,RU-14-00137 H1,PTGFRN,102
SS,RU-14-00137 H1,PTHLH,2
SS,RU-14-00137 H1,PTPN13,54
SS,RU-14-00137 H1,PTPN22,14
SS,RU-14-00137 H1,PTPN3,17
SS,RU-14-00137 H1,PTPN6,44
SS,RU-14-00137 H1,PTPN7,14
SS,RU-14-00137 H1,PTPRC,22
SS,RU-14-00137 H1,PTPRCAP,22
SS,RU-14-00137 H1,PTPRF,36
SS,RU-14-00137 H1,PVR,32
SS,RU-14-00137 H1,PVRIG,20
SS,RU-14-00137 H1,PVRL2,20
SS,RU-14-00137 H1,PVRL3,6
SS,RU-14-00137 H1,PYHIN1,14
SS,RU-14-00137 H1,RAB25,36
SS,RU-14-00137 H1,RAC2,17
SS,RU-14-00137 H1,RACGAP1,36
SS,RU-14-00137 H1,RALB,180
SS,RU-14-00137 H1,RAP1GAP,11
SS,RU-14-00137 H1,RARRES1,47
SS,RU-14-00137 H1,RARRES2,115
SS,RU-14-00137 H1,RASAL3,32
SS,RU-14-00137 H1,RASSF8,69
SS,RU-14-00137 H1,RECK,76
SS,RU-14-00137 H1,REM2,22
SS,RU-14-00137 H1,RETNLB,6
SS,RU-14-00137 H1,RGN,74
SS,RU-14-00137 H1,RGS16,44
SS,RU-14-00137 H1,RORA,110
SS,RU-14-00137 H1,RORC,1
SS,RU-14-00137 H1,RRH,11
SS,RU-14-00137 H1,RSAD2,11
SS,RU-14-00137 H1,RUNX1,47
SS,RU-14-00137 H1,RUNX3,36
SS,RU-14-00137 H1,RXFP4,1
SS,RU-14-00137 H1,S100A2,9
SS,RU-14-00137 H1,S100A8,44
SS,RU-14-00137 H1,S100A9,248
SS,RU-14-00137 H1,SAMD3,2
SS,RU-14-00137 H1,SAMHD1,185
SS,RU-14-00137 H1,SART1,22
SS,RU-14-00137 H1,SART3,127
SS,RU-14-00137 H1,SASH3,6
SS,RU-14-00137 H1,SCGB2A2,1
SS,RU-14-00137 H1,SCUBE2,14
SS,RU-14-00137 H1,SELL,9
SS,RU-14-00137 H1,SELPLG,14
SS,RU-14-00137 H1,SEMA4A,32
SS,RU-14-00137 H1,SEMA4D,32
SS,RU-14-00137 H1,SEMA6A,377
SS,RU-14-00137 H1,SERPINA1,9
SS,RU-14-00137 H1,SERPINB5,14
SS,RU-14-00137 H1,SERPINF1,533
SS,RU-14-00137 H1,SERPING1,691
SS,RU-14-00137 H1,SFN,2
SS,RU-14-00137 H1,SFTPA1B,11
SS,RU-14-00137 H1,SGPP2,32
SS,RU-14-00137 H1,SH2D1A,4
SS,RU-14-00137 H1,SH2D1B,4
SS,RU-14-00137 H1,SH2D2A,1
SS,RU-14-00137 H1,SIGLEC1,169
SS,RU-14-00137 H1,SIGLEC10,6
SS,RU-14-00137 H1,SIGLEC14,4
SS,RU-14-00137 H1,SIGLEC15,17
SS,RU-14-00137 H1,SIGLEC5,2
SS,RU-14-00137 H1,SIGLEC7,40
SS,RU-14-00137 H1,SIGLEC9,17
SS,RU-14-00137 H1,SIRPA,106
SS,RU-14-00137 H1,SIRPB1,32
SS,RU-14-00137 H1,SIRPG,6
SS,RU-14-00137 H1,SIT1,6
SS,RU-14-00137 H1,SLA,36
SS,RU-14-00137 H1,SLA2,9
SS,RU-14-00137 H1,SLAMF1,9
SS,RU-14-00137 H1,SLAMF6,6
SS,RU-14-00137 H1,SLAMF7,11
SS,RU-14-00137 H1,SLAMF8,4
SS,RU-14-00137 H1,SLC19A3,14
SS,RU-14-00137 H1,SLC22A18,6
SS,RU-14-00137 H1,SLC2A1,4
SS,RU-14-00137 H1,SLC30A1,85
SS,RU-14-00137 H1,SLC31A2,29
SS,RU-14-00137 H1,SLC39A6,136
SS,RU-14-00137 H1,SOCS3,346
SS,RU-14-00137 H1,SPN,14
SS,RU-14-00137 H1,SRPX,132
SS,RU-14-00137 H1,STARD10,4
SS,RU-14-00137 H1,STAT1,127
SS,RU-14-00137 H1,STAT6,122
SS,RU-14-00137 H1,SULF1,89
SS,RU-14-00137 H1,SYK,14
SS,RU-14-00137 H1,SYP,4
SS,RU-14-00137 H1,SYTL2,60
SS,RU-14-00137 H1,TAGAP,14
SS,RU-14-00137 H1,TAP1,14
SS,RU-14-00137 H1,TAP2,94
SS,RU-14-00137 H1,TAPBP,143
SS,RU-14-00137 H1,TARP,1
SS,RU-14-00137 H1,TBX21,9
SS,RU-14-00137 H1,TCN2,106
SS,RU-14-00137 H1,TCTE1,36
SS,RU-14-00137 H1,TEK,9
SS,RU-14-00137 H1,TERT,2
SS,RU-14-00137 H1,TF,2
SS,RU-14-00137 H1,TGFB1,113
SS,RU-14-00137 H1,TGFBR2,367
SS,RU-14-00137 H1,THEMIS,4
SS,RU-14-00137 H1,THY1,206
SS,RU-14-00137 H1,TIGIT,17
SS,RU-14-00137 H1,TIMD4,2
SS,RU-14-00137 H1,TIMP3,665.0270000000019
SS,RU-14-00137 H1,TIMP4,11
SS,RU-14-00137 H1,TMC1,1
SS,RU-14-00137 H1,TMC6,41
SS,RU-14-00137 H1,TMEM2,51
SS,RU-14-00137 H1,TMEM246,6
SS,RU-14-00137 H1,TMIGD2,4
SS,RU-14-00137 H1,TNF,6
SS,RU-14-00137 H1,TNFAIP3,89
SS,RU-14-00137 H1,TNFAIP6,26
SS,RU-14-00137 H1,TNFAIP8L2,36
SS,RU-14-00137 H1,TNFRSF10B,85
SS,RU-14-00137 H1,TNFRSF11A,9
SS,RU-14-00137 H1,TNFRSF13B,6
SS,RU-14-00137 H1,TNFRSF13C,9
SS,RU-14-00137 H1,TNFRSF14,80
SS,RU-14-00137 H1,TNFRSF15,9
SS,RU-14-00137 H1,TNFRSF17,6
SS,RU-14-00137 H1,TNFRSF18,11
SS,RU-14-00137 H1,TNFRSF21,22
SS,RU-14-00137 H1,TNFRSF25,41
SS,RU-14-00137 H1,TNFRSF4,17
SS,RU-14-00137 H1,TNFRSF8,17
SS,RU-14-00137 H1,TNFRSF9,2
SS,RU-14-00137 H1,TNFSF10,80
SS,RU-14-00137 H1,TNFSF11,2
SS,RU-14-00137 H1,TNFSF13A,14
SS,RU-14-00137 H1,TNFSF13B,32
SS,RU-14-00137 H1,TNFSF14,6
SS,RU-14-00137 H1,TNFSF18,11
SS,RU-14-00137 H1,TNFSF4,26
SS,RU-14-00137 H1,TNFSF8,4
SS,RU-14-00137 H1,TNFSF9,51
SS,RU-14-00137 H1,TNK1,11
SS,RU-14-00137 H1,TOB1,153
SS,RU-14-00137 H1,TOX,6
SS,RU-14-00137 H1,TOX3,29
SS,RU-14-00137 H1,TP63,1
SS,RU-14-00137 H1,TRAT1,9
SS,RU-14-00137 H1,TREM1,1
SS,RU-14-00137 H1,TREM2,17
SS,RU-14-00137 H1,TREML1,14
SS,RU-14-00137 H1,TREML2,17
SS,RU-14-00137 H1,TREML4,6
SS,RU-14-00137 H1,TRIM16,1
SS,RU-14-00137 H1,TRIM21,57
SS,RU-14-00137 H1,TRIM29,20
SS,RU-14-00137 H1,TSLP,4
SS,RU-14-00137 H1,TSPAN32,14
SS,RU-14-00137 H1,TULP1,4
SS,RU-14-00137 H1,TYR,1
SS,RU-14-00137 H1,TYRO3,40
SS,RU-14-00137 H1,TYROBP,94
SS,RU-14-00137 H1,UBASH3A,17
SS,RU-14-00137 H1,UBASH3B,17
SS,RU-14-00137 H1,UBE2C,22
SS,RU-14-00137 H1,ULBP/RAET,6
SS,RU-14-00137 H1,VCAM1,47
SS,RU-14-00137 H1,VEGFA,148
SS,RU-14-00137 H1,VIM,4858.0539999999455
SS,RU-14-00137 H1,VTCN1,22
SS,RU-14-00137 H1,WT1,6
SS,RU-14-00137 H1,XIST,1341.024000000005
SS,RU-14-00137 H1,ZAP70,22
SS,RU-14-00137 H1,ZBTB16,80
SS,RU-14-00137 H1,ZBTB32,4
SS,RU-14-00137 H1,ZEB1,163
SS,RU-14-00137 H1,ZEB2,62
SS,RU-14-00137 H1,ABCF1,91
SS,RU-14-00137 H1,ALAS1,14
SS,RU-14-00137 H1,C14orf102,47
SS,RU-14-00137 H1,DAB2IP,65
SS,RU-14-00137 H1,EEF1G,1897.0160000000033
SS,RU-14-00137 H1,G6PD,62
SS,RU-14-00137 H1,GAPDH,769.0230000000012
SS,RU-14-00137 H1,GUSB,62
SS,RU-14-00137 H1,HPRT1,29
SS,RU-14-00137 H1,OAZ1,254
SS,RU-14-00137 H1,PLA2G6,22
SS,RU-14-00137 H1,POLR1B,44
SS,RU-14-00137 H1,POLR2A,325.0599999999977
SS,RU-14-00137 H1,PPIA,32
SS,RU-14-00137 H1,RPL19,7441.144000000028
SS,RU-14-00137 H1,SDHA,89
SS,RU-14-00137 H1,STK11IP,83
SS,RU-14-00137 H1,TBC1D10B,74
SS,RU-14-00137 H1,TBP,69
SS,RU-14-00137 H1,TUBB,136
SS,RU-14-00137 H1,UBB,1108
SS,RU-14-00137 H1,ZBTB34,41
SS,RU-14-00137 H1,ZKSCAN5,11
SS,RU-14-00137 I1,AAMP,224
SS,RU-14-00137 I1,ABCB1,21
SS,RU-14-00137 I1,ADAM11,92.18800000000192
SS,RU-14-00137 I1,ADIPOQ,8
SS,RU-14-00137 I1,ADORA2A,28
SS,RU-14-00137 I1,ADORA2b,15
SS,RU-14-00137 I1,AGGF1,106
SS,RU-14-00137 I1,ALB,6
SS,RU-14-00137 I1,AMICA1,15
SS,RU-14-00137 I1,ANTXR1,592
SS,RU-14-00137 I1,ANXA2,1059.047999999988
SS,RU-14-00137 I1,ANXA4,92.18800000000192
SS,RU-14-00137 I1,AP1M2,6
SS,RU-14-00137 I1,AP1S2,48
SS,RU-14-00137 I1,AREG,18
